Title,Genres,Release Year,Budget ($),Revenue ($),Vote Average,Vote Count,Return on Investment,Profit ($),,,,
The Bounty,Action,1984,25000000,8613462,6.5,108,-0.66,-16386538,,,,
The NeverEnding Story,Drama,1984,27000000,20158808,7,1002,-0.25,-6841192,,,,
A Passage to India,Drama,1984,8000000,27187653,6.9,67,2.40,19187653,,,,
Footloose,Drama,1984,8200000,80035402,6.4,505,8.76,71835402,,,,
Repo Man,Comedy,1984,1500000,2300000,6.7,144,0.53,800000,,,,
Gremlins,Fantasy,1984,11000000,153083102,6.9,1596,12.92,142083102,,,,
Beverly Hills Cop,Action,1984,15000000,316360478,6.8,961,20.09,301360478,,,,
Police Academy,Comedy,1984,4500000,146198896,6.5,602,31.49,141698896,,,,
Dune,Action,1984,40000000,30925690,6.5,562,-0.23,-9074310,,,,
C.H.U.D.,Horror,1984,1250000,3412497,5.3,62,1.73,2162497,,,,
Flashdance,Drama,1983,4000000,92921203,6.1,302,22.23,88921203,,,,
Trading Places,Comedy,1983,40600000,90400000,7.1,738,1.23,49800000,,,,
The Outsiders,Crime,1983,10000000,33697647,6.9,291,2.37,23697647,,,,
The Right Stuff,Drama,1983,27000000,21500000,7.3,235,-0.20,-5500000,,,,
Superman III,Comedy,1983,39000000,75850624,5.3,490,0.94,36850624,,,,
Return of the Jedi,Adventure,1983,32350000,572700000,7.9,4665,16.70,540350000,,,,
Lone Wolf McQuade,Action,1983,5000000,12232628,5.5,67,1.45,7232628,,,,
Never Say Never Again,Adventure,1983,36000000,160000000,5.8,338,3.44,124000000,,,,
Octopussy,Adventure,1983,27500000,187500000,6.2,527,5.82,160000000,,,,
WarGames,Thriller,1983,12000000,79567667,7,504,5.63,67567667,,,,
Losin' It,Comedy,1983,7000000,1246141,4.5,31,-0.82,-5753859,,,,
Scarface,Action,1983,25000000,65884703,8,2948,1.64,40884703,,,,
National Lampoon's Vacation,Comedy,1983,15000000,61399552,7.1,410,3.09,46399552,,,,
Yentl,Music,1983,12000000,30400000,6.2,51,1.53,18400000,,,,
Videodrome,Horror,1983,5952000,2120439,7.1,454,-0.64,-3831561,,,,
Krull,Fantasy,1983,27000000,16519460,5.8,129,-0.39,-10480540,,,,
The Dead Zone,Horror,1983,10000000,20766616,6.9,311,1.08,10766616,,,,
Twilight Zone: The Movie,Drama,1983,10000000,29450919,6.2,161,1.95,19450919,,,,
Gandhi,Drama,1982,22000000,77737889,7.4,716,2.53,55737889,,,,
Friday the 13th Part III,Horror,1982,4000000,36690067,5.7,254,8.17,32690067,,,,
Halloween III: Season of the Witch,Horror,1982,2500000,14400000,5,229,4.76,11900000,,,,
Blade Runner,Sci-Fi,1982,28000000,33139618,7.9,3509,0.18,5139618,,,,
Poltergeist,Horror,1982,10700000,122200000,7,794,10.42,111500000,,,,
E.T. the Extra-Terrestrial,Sci-Fi,1982,10500000,792910554,7.3,3269,74.52,782410554,,,,
Fast Times at Ridgemont High,Comedy,1982,4500000,27092880,7,322,5.02,22592880,,,,
The Best Little Whorehouse in Texas,Comedy,1982,35000000,69701637,5.9,41,0.99,34701637,,,,
Tootsie,Comedy,1982,21000000,177200000,6.9,421,7.44,156200000,,,,
The Verdict,Drama,1982,16000000,53977250,7.4,131,2.37,37977250,,,,
The Thing,Horror,1982,15000000,19629760,7.8,1588,0.31,4629760,,,,
Creepshow,Horror,1982,8000000,21028755,6.7,226,1.63,13028755,,,,
First Blood,Action,1982,15000000,125212904,7.2,1488,7.35,110212904,,,,
Conan the Barbarian,Adventure,1982,20000000,79114085,6.6,650,2.96,59114085,,,,
Firefox,Sci-Fi,1982,18000000,70687344,5.5,139,2.93,52687344,,,,
The Man from Snowy River,Family,1982,3500000,20659423,6.8,37,4.90,17159423,,,,
Star Trek II: The Wrath of Khan,Action,1982,12000000,96800000,7.3,675,7.07,84800000,,,,
Heartbeeps,Comedy,1981,10000000,2154696,3.8,6,-0.78,-7845304,,,,
Dragonslayer,Fantasy,1981,18000000,14110013,6.5,67,-0.22,-3889987,,,,
Stripes,Action,1981,10000000,85300000,6.5,249,7.53,75300000,,,,
The Legend of the Lone Ranger,Action,1981,18000000,2945600,3.7,14,-0.84,-15054400,,,,
Nighthawks,Action,1981,5000000,19905359,6.4,86,2.98,14905359,,,,
The Evil Dead,Horror,1981,350000,29400000,7.3,894,83.00,29050000,,,,
Blow Out,Drama,1981,18000000,12000000,7.3,236,-0.33,-6000000,,,,
Time Bandits,Family,1981,5000000,42365581,6.6,249,7.47,37365581,,,,
Sphinx,Adventure,1981,14000000,439564,6,2,-0.97,-13560436,,,,
Das Boot,Action,1981,14000000,85000000,7.9,613,5.07,71000000,,,,
Friday the 13th Part 2,Horror,1981,1250000,21722776,6,315,16.38,20472776,,,,
Mad Max 2: The Road Warrior,Adventure,1981,2000000,24600832,7.3,957,11.30,22600832,,,,
The Howling,Drama,1981,1000000,17985893,6.4,161,16.99,16985893,,,,
Raiders of the Lost Ark,Adventure,1981,18000000,389925971,7.7,3854,20.66,371925971,,,,
For Your Eyes Only,Adventure,1981,28000000,195312802,6.3,490,5.98,167312802,,,,
Reds,Drama,1981,32000000,40382659,7.1,67,0.26,8382659,,,,
History of the World: Part I,Comedy,1981,11000000,31672907,6.5,204,1.88,20672907,,,,
Chariots of Fire,Drama,1981,5500000,58972904,6.8,207,9.72,53472904,,,,
Porky's,Comedy,1981,4000000,125728258,6.1,183,30.43,121728258,,,,
Inchon,Drama,1981,46000000,5200000,6.5,2,-0.89,-40800000,,,,
Roar,Adventure,1981,17000000,2000000,5.6,19,-0.88,-15000000,,,,
Escape from New York,Sci-Fi,1981,6000000,50244700,6.9,703,7.37,44244700,,,,
Under the Rainbow,Comedy,1981,20000000,2297493,4.9,7,-0.89,-17702507,,,,
Quest for Fire,Adventure,1981,12000000,55260558,7.1,109,3.61,43260558,,,,
Raging Bull,Drama,1980,18000000,23000000,7.7,938,0.28,5000000,,,,
The Fog,Horror,1980,1000000,21378361,6.4,311,20.38,20378361,,,,
Airplane!,Comedy,1980,3500000,83453539,7.1,1074,22.84,79953539,,,,
Coal Miner's Daughter,Drama,1980,15000000,67182787,7.2,67,3.48,52182787,,,,
The Shining,Horror,1980,19000000,44017374,8.1,3757,1.32,25017374,,,,
Superman II,Action,1980,54000000,190458706,6.5,629,2.53,136458706,,,,
The Empire Strikes Back,Adventure,1980,18000000,538400000,8.2,5879,28.91,520400000,,,,
Caddyshack,Comedy,1980,6000000,39846344,6.6,365,5.64,33846344,,,,
Heaven's Gate,Action,1980,44000000,3484331,6.4,55,-0.92,-40515669,,,,
The Blue Lagoon,Romance,1980,4500000,58853106,5.8,408,12.08,54353106,,,,
Galaxina,Comedy,1980,5500000,4865000,3.3,16,-0.12,-635000,,,,
The Elephant Man,Drama,1980,5000000,26010864,7.9,719,4.20,21010864,,,,
The Long Riders,Western,1980,10000000,15795189,6.6,50,0.58,5795189,,,,
The Blues Brothers,Music,1980,27000000,115229890,7.5,1065,3.27,88229890,,,,
Flash Gordon,Sci-Fi,1980,35000000,27107960,6.1,233,-0.23,-7892040,,,,
Dressed to Kill,Horror,1980,6500000,31899000,6.8,157,3.91,25399000,,,,
1941,Action,1979,35000000,31755742,5.6,143,-0.09,-3244258,,,,
Apocalypse Now,Drama,1979,31500000,89460381,8,2055,1.84,57960381,,,,
Moonraker,Action,1979,34000000,210308099,5.9,541,5.19,176308099,,,,
Prophecy,Horror,1979,12000000,54000000,5.4,25,3.50,42000000,,,,
Alien,Horror,1979,11000000,104931801,7.9,4470,8.54,93931801,,,,
Escape from Alcatraz,Crime,1979,8000000,43000000,7.2,561,4.38,35000000,,,,
Mad Max,Adventure,1979,400000,100000000,6.6,1213,249.00,99600000,,,,
The Black Stallion,Adventure,1979,2700000,37799643,7,59,13.00,35099643,,,,
Star Trek: The Motion Picture,Sci-Fi,1979,35000000,139000000,6.2,530,2.97,104000000,,,,
The Black Hole,Adventure,1979,20000000,35841901,6.1,131,0.79,15841901,,,,
The Rose,Drama,1979,9250000,29174648,6.8,28,2.15,19924648,,,,
The Wiz,Adventure,1978,24000000,21049053,5.9,58,-0.12,-2950947,,,,
Animal House,Comedy,1978,2700000,141000000,7,418,51.22,138300000,,,,
Force 10 from Navarone,Action,1978,5000000,7230000,6.4,91,0.45,2230000,,,,
Jaws 2,Horror,1978,20000000,187884007,5.9,406,8.39,167884007,,,,
The Deer Hunter,Drama,1978,15000000,50000000,7.8,921,2.33,35000000,,,,
Grease,Romance,1978,6000000,181813770,7.2,1581,29.30,175813770,,,,
Superman,Action,1978,55000000,300218018,6.9,1022,4.46,245218018,,,,
Halloween,Horror,1978,300000,70000000,7.4,1035,232.33,69700000,,,,
High Anxiety,Comedy,1977,3400000,31063038,6.5,84,8.14,27663038,,,,
The Spy Who Loved Me,Adventure,1977,14000000,185438673,6.6,507,12.25,171438673,,,,
Kingdom of the Spiders,Horror,1977,500000,17000000,5.7,30,33.00,16500000,,,,
Close Encounters of the Third Kind,Sci-Fi,1977,20000000,303788635,7.2,1098,14.19,283788635,,,,
Sorcerer,Action,1977,22000000,12000000,7.4,98,-0.45,-10000000,,,,
Eraserhead,Drama,1977,10000,7000000,7.5,485,699.00,6990000,,,,
A Bridge Too Far,Drama,1977,22000000,50750000,6.9,207,1.31,28750000,,,,
Damnation Alley,Action,1977,17000000,8720000,5,27,-0.49,-8280000,,,,
Star Wars,Adventure,1977,11000000,775398007,8.1,6624,69.49,764398007,,,,
Exorcist II: The Heretic,Horror,1977,14000000,30749142,4.5,133,1.20,16749142,,,,
Annie Hall,Comedy,1977,4000000,38251425,7.8,1010,8.56,34251425,,,,
Logan's Run,Adventure,1976,9000000,25000000,6.6,269,1.78,16000000,,,,
Network,Drama,1976,3800000,23689877,7.7,381,5.23,19889877,,,,
The Omen,Horror,1976,2800000,60922980,7.2,476,20.76,58122980,,,,
The Bad News Bears,Comedy,1976,35000000,35323292,6.9,97,0.01,323292,,,,
Family Plot,Comedy,1976,2000000,7900000,6.7,86,2.95,5900000,,,,
Taxi Driver,Crime,1976,1300000,28262574,8,2535,20.74,26962574,,,,
Rocky,Drama,1976,1000000,117235147,7.5,1791,116.24,116235147,,,,
The Return of the Pink Panther,Comedy,1975,5000000,41833347,6.7,137,7.37,36833347,,,,
Monty Python and the Holy Grail,Adventure,1975,400000,5028948,7.8,1708,11.57,4628948,,,,
One Flew Over the Cuckoo's Nest,Drama,1975,3000000,108981275,8.2,2919,35.33,105981275,,,,
Jaws,Horror,1975,7000000,470654000,7.5,2542,66.24,463654000,,,,
Death Race 2000,Action,1975,300000,8000000,5.9,124,25.67,7700000,,,,
Barry Lyndon,Drama,1975,11000000,20000000,7.7,505,0.82,9000000,,,,
Young Frankenstein,Comedy,1974,2800000,86273333,7.7,854,29.81,83473333,,,,
The Godfather: Part II,Drama,1974,13000000,47542841,8.3,3338,2.66,34542841,,,,
The Texas Chain Saw Massacre,Horror,1974,85000,30859000,7.2,590,362.05,30774000,,,,
The Conversation,Crime,1974,1600000,4420000,7.5,372,1.76,2820000,,,,
The Man with the Golden Gun,Adventure,1974,7000000,97572000,6.3,524,12.94,90572000,,,,
Blazing Saddles,Western,1974,2600000,119500000,7.2,609,44.96,116900000,,,,
The Sting,Comedy,1973,5500000,159616327,7.9,622,28.02,154116327,,,,
High Plains Drifter,Western,1973,5500000,15700000,7.4,278,1.85,10200000,,,,
Mean Streets,Drama,1973,500000,3000000,7.2,345,5.00,2500000,,,,
Live and Let Die,Adventure,1973,7000000,161777836,6.4,533,22.11,154777836,,,,
Pat Garrett & Billy the Kid,Western,1973,4638783,11000000,7.2,65,1.37,6361217,,,,
Battle for the Planet of the Apes,Action,1973,1700000,8844595,5.5,215,4.20,7144595,,,,
American Graffiti,Comedy,1973,777000,140000000,6.9,324,179.18,139223000,,,,
The Exorcist,Drama,1973,8000000,441306145,7.5,2005,54.16,433306145,,,,
Sleeper,Comedy,1973,2000000,18344729,7,200,8.17,16344729,,,,
Pink Flamingos,Horror,1972,12000,6000000,6.2,110,499.00,5988000,,,,
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,1972,2000000,18016290,6.6,215,8.01,16016290,,,,
Frenzy,Crime,1972,3500000,12600000,7.1,158,2.60,9100000,,,,
The Godfather,Drama,1972,6000000,245066411,8.4,5893,39.84,239066411,,,,
Conquest of the Planet of the Apes,Action,1972,1700000,9700000,6.1,236,4.71,8000000,,,,
Willy Wonka & the Chocolate Factory,Family,1971,3000000,4000000,7.4,798,0.33,1000000,,,,
Sweet Sweetback's Baadasssss Song,Action,1971,150000,15200000,4.6,18,100.33,15050000,,,,
Fiddler on the Roof,Drama,1971,9000000,83304330,7.4,134,8.26,74304330,,,,
Bananas,Comedy,1971,2000000,11833696,6.7,165,4.92,9833696,,,,
Diamonds Are Forever,Adventure,1971,7200000,116019547,6.3,553,15.11,108819547,,,,
The Andromeda Strain,Sci-Fi,1971,6500000,12376563,7,190,0.90,5876563,,,,
The French Connection,Action,1971,1800000,41158757,7.4,422,21.87,39358757,,,,
Escape from the Planet of the Apes,Action,1971,2500000,12348905,6.3,264,3.94,9848905,,,,
Waterloo,History,1970,25000000,3052000,7,31,-0.88,-21948000,,,,
Beyond the Valley of the Dolls,Comedy,1970,2090000,40000000,6.6,53,18.14,37910000,,,,
Beneath the Planet of the Apes,Adventure,1970,3000000,18999718,6.2,361,5.33,15999718,,,,
Woodstock,History,1970,600000,34505110,7.1,66,56.51,33905110,,,,
Tora! Tora! Tora!,History,1970,25485000,29548291,6.9,147,0.16,4063291,,,,
The Molly Maguires,Drama,1970,11000000,2200000,5.9,16,-0.80,-8800000,,,,
The Ballad of Cable Hogue,Action,1970,3716946,5000000,6.9,47,0.35,1283054,,,,
Catch-22,War,1970,18000000,24911670,6.7,72,0.38,6911670,,,,
Patton,Drama,1970,12000000,89800000,7.3,323,6.48,77800000,,,,
On Her Majesty's Secret Service,Adventure,1969,6500000,81974493,6.5,456,11.61,75474493,,,,
Paint Your Wagon,Drama,1969,20000000,31678778,6.2,63,0.58,11678778,,,,
The Stewardesses,Comedy,1969,100000,27000000,4.3,5,269.00,26900000,,,,
The Wild Bunch,Adventure,1969,6244087,638641,7.6,259,-0.90,-5605446,,,,
Sweet Charity,Comedy,1969,8000000,20000000,6.5,15,1.50,12000000,,,,
Butch Cassidy and the Sundance Kid,History,1969,6000000,102308889,7.4,650,16.05,96308889,,,,
Topaz,Action,1969,4000000,6000000,6.1,77,0.50,2000000,,,,
Midnight Cowboy,Drama,1969,3600000,44785053,7.4,299,11.44,41185053,,,,
Charly,Drama,1968,950000,814666,6.6,28,-0.14,-135334,,,,
Oliver!,Drama,1968,10000000,37402877,7,103,2.74,27402877,,,,
Hang 'em High,Western,1968,1800000,6800000,6.7,192,2.78,5000000,,,,
Once Upon a Time in the West,Western,1968,5000000,5321508,8.1,1128,0.06,321508,,,,
Shalako,Western,1968,1455000,2620000,5.4,12,0.80,1165000,,,,
Rosemary's Baby,Horror,1968,3200000,33395426,7.5,863,9.44,30195426,,,,
Barbarella,Sci-Fi,1968,9000000,2500000,5.7,146,-0.72,-6500000,,,,
2001: A Space Odyssey,Sci-Fi,1968,10500000,68700000,7.9,2998,5.54,58200000,,,,
Night of the Living Dead,Horror,1968,114000,30000000,7.5,580,262.16,29886000,,,,
You Only Live Twice,Action,1967,9500000,111584787,6.5,531,10.75,102084787,,,,
In Cold Blood,Crime,1967,3500000,13007551,7.4,82,2.72,9507551,,,,
Point Blank,Action,1967,2500000,3200000,7.1,95,0.28,700000,,,,
"The Good, the Bad and the Ugly",Western,1966,1200000,6000000,8.1,2311,4.00,4800000,,,,
A Man for All Seasons,Drama,1966,3900000,28350000,7.5,89,6.27,24450000,,,,
Torn Curtain,Mystery,1966,3000000,13000000,6.4,120,3.33,10000000,,,,
Harper,Action,1966,3500000,12000000,6.2,35,2.43,8500000,,,,
Thunderball,Adventure,1965,5500000,141195658,6.5,562,24.67,135695658,,,,
The Greatest Story Ever Told,Drama,1965,20000000,15473333,6.5,41,-0.23,-4526667,,,,
The Sound of Music,Drama,1965,8200000,286214286,7.4,941,33.90,278014286,,,,
Doctor Zhivago,Drama,1965,11000000,111858363,7.4,247,9.17,100858363,,,,
Major Dundee,War,1965,3800000,14873,6.2,38,-1.00,-3785127,,,,
A Fistful of Dollars,Western,1964,200000,14500000,7.6,883,71.50,14300000,,,,
A Hard Day's Night,Comedy,1964,560000,12299668,7.3,168,20.96,11739668,,,,
The Fall of the Roman Empire,Drama,1964,19000000,4750000,6,33,-0.75,-14250000,,,,
The Train,Action,1964,5800000,6800000,7.2,72,0.17,1000000,,,,
My Fair Lady,Drama,1964,17000000,72070731,7.4,352,3.24,55070731,,,,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama,1964,1800000,9440272,8,1442,4.24,7640272,,,,
Mary Poppins,Comedy,1964,6000000,102272727,7.4,1183,16.05,96272727,,,,
Goldfinger,Adventure,1964,2500000,124881062,7.2,987,48.95,122381062,,,,
55 Days at Peking,Action,1963,17000000,10000000,6.3,36,-0.41,-7000000,,,,
From Russia with Love,Action,1963,2000000,78898765,6.9,760,38.45,76898765,,,,
The Great Escape,Adventure,1963,4000000,11744471,7.8,717,1.94,7744471,,,,
Donovan's Reef,Adventure,1963,2686000,6600000,6,30,1.46,3914000,,,,
Hud,Action,1963,2500000,10000000,7.5,66,3.00,7500000,,,,
Tom Jones,Adventure,1963,1000000,37600000,6.1,39,36.60,36600000,,,,
Cleopatra,Drama,1963,31115000,71000000,6.7,146,1.28,39885000,,,,
"It's a Mad, Mad, Mad, Mad World",Action,1963,9400000,60000000,7,140,5.38,50600000,,,,
Lolita,Drama,1962,2000000,9250000,7.3,395,3.63,7250000,,,,
Lawrence of Arabia,Adventure,1962,15000000,69995385,7.8,851,3.67,54995385,,,,
The Man Who Shot Liberty Valance,Western,1962,3200000,8000000,7.4,265,1.50,4800000,,,,
Dr. No,Adventure,1962,950000,59600000,6.9,940,61.74,58650000,,,,
To Kill a Mockingbird,Crime,1962,2000000,13129846,8,657,5.56,11129846,,,,
The Longest Day,Action,1962,10000000,50100000,7.2,234,4.01,40100000,,,,
The Hustler,Drama,1961,2000000,7600000,7.6,240,2.80,5600000,,,,
West Side Story,Crime,1961,6000000,43656822,7,389,6.28,37656822,,,,
Pocketful of Miracles,Comedy,1961,2900000,5000000,7.3,25,0.72,2100000,,,,
The Misfits,Drama,1961,4000000,8200000,6.8,72,1.05,4200000,,,,
Judgment at Nuremberg,Drama,1961,3000000,10000000,7.6,155,2.33,7000000,,,,
Elmer Gantry,Drama,1960,3000000,10400000,7.3,41,2.47,7400000,,,,
The Apartment,Comedy,1960,3000000,25000000,8.1,483,7.33,22000000,,,,
Psycho,Drama,1960,806948,32000000,8.2,2320,38.66,31193052,,,,
The Nun's Story,Drama,1959,3500000,12800000,7.4,46,2.66,9300000,,,,
Some Like It Hot,Comedy,1959,2883848,25000000,8,808,7.67,22116152,,,,
Solomon and Sheba,Drama,1959,5000000,12200000,5.4,8,1.44,7200000,,,,
Cat on a Hot Tin Roof,Drama,1958,3000000,17570324,7.6,165,4.86,14570324,,,,
The Bridge on the River Kwai,Drama,1957,3000000,33300000,7.7,542,10.10,30300000,,,,
12 Angry Men,Drama,1957,350000,1000000,8.2,2078,1.86,650000,,,,
Trapeze,Drama,1956,4000000,14400000,6.4,22,2.60,10400000,,,,
Moby Dick,Adventure,1956,4500000,10400000,6.9,89,1.31,5900000,,,,
Love Me Tender,Drama,1956,1000000,9000000,5.5,21,8.00,8000000,,,,
The Trouble with Harry,Comedy,1955,1200000,7000000,6.9,149,4.83,5800000,,,,
The Egyptian,History,1954,5000000,15000000,6,11,2.00,10000000,,,,
On the Waterfront,Crime,1954,910000,9600000,8,357,9.55,8690000,,,,
Seven Samurai,Action,1954,2000000,271841,8.2,878,-0.86,-1728159,,,,
"20,000 Leagues Under the Sea",Adventure,1954,5000000,28200000,6.8,157,4.64,23200000,,,,
From Here to Eternity,War,1953,1650000,30500000,7.2,133,17.48,28850000,,,,
The Robe,Drama,1953,4100000,36000000,6.4,42,7.78,31900000,,,,
Niagara,Crime,1953,1250000,8500000,6.7,79,5.80,7250000,,,,
"The Beast from 20,000 Fathoms",Adventure,1953,210000,5000000,6.7,41,22.81,4790000,,,,
High Noon,Western,1952,730000,8000000,7.6,334,9.96,7270000,,,,
Singin' in the Rain,Comedy,1952,2540800,7200000,7.8,727,1.83,4659200,,,,
The Greatest Show on Earth,Action,1952,4000000,36000000,6.6,50,8.00,32000000,,,,
Show Boat,Music,1951,2300000,11000000,6.9,18,3.78,8700000,,,,
Quo Vadis,Drama,1951,8250000,30000000,7,63,2.64,21750000,,,,
A Streetcar Named Desire,Drama,1951,1800000,8000000,7.6,281,3.44,6200000,,,,
Annie Get Your Gun,Action,1950,3768785,8000000,7.3,22,1.12,4231215,,,,
Sands of Iwo Jima,Action,1949,1000000,7800000,6.2,33,6.80,6800000,,,,
She Wore a Yellow Ribbon,Western,1949,1600000,5400000,7.1,61,2.38,3800000,,,,
The Pirate,Music,1948,3700000,2956000,6.6,17,-0.20,-744000,,,,
Red River,Western,1948,3000000,9012000,7.3,82,2.00,6012000,,,,
Gentleman's Agreement,Drama,1947,2000000,7800000,6.8,47,2.90,5800000,,,,
The Best Years of Our Lives,Drama,1946,2100000,23650000,7.6,143,10.26,21550000,,,,
Duel in the Sun,Western,1946,6000000,20400000,6.2,37,2.40,14400000,,,,
It's a Wonderful Life,Drama,1946,3180000,9644124,8,1076,2.03,6464124,,,,
Spellbound,Drama,1945,1500000,7000000,7.3,160,3.67,5500000,,,,
The Valley of Decision,Drama,1945,2160000,9132000,5.8,4,3.23,6972000,,,,
The Lost Weekend,Drama,1945,1250000,11000000,7.4,112,7.80,9750000,,,,
A Guy Named Joe,Drama,1944,2627000,5363000,6,8,1.04,2736000,,,,
Bathing Beauty,Comedy,1944,2361000,6892000,7,4,1.92,4531000,,,,
Casablanca,Drama,1942,878000,10462500,7.9,1422,10.92,9584500,,,,
Bambi,Animation,1942,858000,267447150,6.8,1405,310.71,266589150,,,,
How Green Was My Valley,Drama,1941,1250000,6000000,6.8,72,3.80,4750000,,,,
Rebecca,Drama,1940,1288000,6000000,7.7,336,3.66,4712000,,,,
Fantasia,Animation,1940,2280000,83320000,7.2,808,35.54,81040000,,,,
Boom Town,Adventure,1940,2000000,9172000,6.5,8,3.59,7172000,,,,
Pinocchio,Animation,1940,2600000,84300000,6.9,1355,31.42,81700000,,,,
The Wizard of Oz,Adventure,1939,2777000,33754967,7.4,1642,11.16,30977967,,,,
Mr. Smith Goes to Washington,Comedy,1939,1500000,9600000,7.9,241,5.40,8100000,,,,
Gone with the Wind,Drama,1939,4000000,400176459,7.7,970,99.04,396176459,,,,
Alexander's Ragtime Band,Drama,1938,2000000,4000000,4.8,6,1.00,2000000,,,,
You Can't Take It With You,Comedy,1938,1644736,7433101,7.2,79,3.52,5788365,,,,
Snow White and the Seven Dwarfs,Fantasy,1937,1488423,184925486,6.9,1914,123.24,183437063,,,,
The Charge of the Light Brigade,Action,1936,1200000,2736000,6.8,18,1.28,1536000,,,,
Top Hat,Comedy,1935,609000,3202000,7.4,59,4.26,2593000,,,,
It Happened One Night,Comedy,1934,325000,4500000,7.7,275,12.85,4175000,,,,
She Done Him Wrong,Comedy,1933,200000,2200000,5.1,27,10.00,2000000,,,,
42nd Street,Music,1933,439000,2281000,6.1,37,4.20,1842000,,,,
